gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	0.0	0.005	0.0	0.047	0.869	0.0	0.006	0.0	0.0
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.0	0.039	0.068	0.013	0.0	0.0	0.0	0.0	0.227
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00661A3A4	0.009	0.018	0.952	0.173	1.845	0.005	0.004	0.0	0.235
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.01	0.764	0.06	0.046	0.0	0.0	0.004	0.0	0.426
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0	0.0	0.0	0.0	0.004	0.174	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	0.257	0.039	0.133	0.435	0.8	0.01	0.636	0.0	0.237
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.257	0.039	0.133	0.435	0.8	0.01	0.636	0.0	0.237
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.257	0.039	0.133	0.435	0.8	0.01	0.636	0.0	0.237
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.0	0.012	0.185	0.0	0.0	0.0	0.006	0.0	0.012
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.008	0.0	0.007	0.052	0.0	0.008	0.065	0.0	0.024
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	0.0	0.714	1.31	0.025	1.607	0.0	0.089	0.0	0.478
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.0	0.714	1.31	0.025	1.607	0.0	0.089	0.0	0.478
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.0	0.714	1.31	0.025	1.607	0.0	0.089	0.0	0.478
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.0	0.714	1.31	0.025	1.607	0.0	0.089	0.0	0.478
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.0	0.714	1.31	0.025	1.607	0.0	0.089	0.0	0.478
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	1.33	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.0	0.123	0.183	0.028	1.231	0.0	0.0	0.0	1.06
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.63	0.4	0.299	0.738	0.768	0.0	0.148	0.0	0.35
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.63	0.4	0.299	0.738	0.768	0.0	0.148	0.0	0.35
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.63	0.4	0.299	0.738	0.768	0.0	0.148	0.0	0.35
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.63	0.4	0.299	0.738	0.768	0.0	0.148	0.0	0.35
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A4A2334	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.015
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS00E3EB9FE	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.015
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.0	0.05	0.046	0.049	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.0	0.05	0.046	0.049	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.0	0.05	0.046	0.049	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.043	0.278	0.028	0.229	0.0	0.0	0.193	0.0	0.06
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.043	0.278	0.028	0.229	0.0	0.0	0.193	0.0	0.06
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.028	0.047	0.0	0.017	0.0	0.0	0.022	0.0	0.0
CNTF	P26441	False	CNTF_HUMAN		CPI-SS0D795AC00	0.008	0.01	0.008	0.0	0.0	0.0	0.01	0.0	0.015
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGF	P01133	False	EGF_HUMAN		CPI-SS0F4D30D5A	0.009	0.074	0.02	0.0	0.0	0.0	0.008	0.0	0.011
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0E25CE362	0.0	0.602	0.004	0.0	0.0	0.0	0.004	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.507	0.647	0.103	0.786	0.428	0.008	0.858	0.763	0.234
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	0.267	0.711	1.095	1.252	1.161	0.005	0.171	0.0	0.516
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.267	0.711	1.095	1.252	1.161	0.005	0.171	0.0	0.516
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.267	0.711	1.095	1.252	1.161	0.005	0.171	0.0	0.516
BTC	P35070	False	BTC_HUMAN		CPI-SS0A19E9C34	0.0	0.007	0.041	0.0	0.297	0.0	0.0	0.0	0.017
BTC	P35070	False	BTC_HUMAN		CPI-SS06BC4D123	0.0	0.007	0.041	0.0	0.297	0.0	0.0	0.0	0.017
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	0.211	0.245	0.409	0.136	0.297	0.004	0.214	0.0	0.315
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.211	0.245	0.409	0.136	0.297	0.004	0.214	0.0	0.315
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.009	0.056	0.012	0.032	0.927	0.0	0.07	0.0	0.078
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.009	0.056	0.012	0.032	0.927	0.0	0.07	0.0	0.078
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.0	0.0	0.183	0.044	0.0	0.005	0.0	0.0	0.033
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.0	0.0	0.183	0.044	0.0	0.005	0.0	0.0	0.033
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.0	0.0	0.183	0.044	0.0	0.005	0.0	0.0	0.033
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.0	0.0	0.183	0.044	0.0	0.005	0.0	0.0	0.033
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.036	1.88	2.502	0.298	2.674	0.013	0.207	0.0	1.662
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.028	0.0	0.0	0.811	0.0	0.008	1.2	0.763	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.078	0.0	0.0	0.66	0.0	0.0	0.42	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.0	0.0	0.003	0.023	0.0	0.015	0.978	0.0	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.0	0.0	0.003	0.023	0.0	0.015	0.978	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.0	0.012	0.108	0.0	0.0	0.0	0.0	0.0	0.145
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.062	0.157	0.17	0.29	0.0	0.005	0.047	0.0	0.118
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.0	0.04	0.027	0.0	0.0	0.0	0.0	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0	0.04	0.027	0.0	0.0	0.0	0.0	0.0	0.0
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.04	0.027	0.0	0.0	0.0	0.0	0.0	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.01	0.016	0.043	0.023	0.0	0.0	0.013	0.0	0.068
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.01	0.016	0.043	0.023	0.0	0.0	0.013	0.0	0.068
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.01	0.016	0.043	0.023	0.0	0.0	0.013	0.0	0.068
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.0	0.824	0.029	0.0	0.0	0.0	0.0	0.0	0.051
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.0	0.462	0.034	0.0	0.0	0.0	0.0	0.0	0.025
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.009	0.0	0.915	0.012	0.0	0.0	0.039	0.0	0.015
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.038	0.005	0.0	0.215	0.0	0.0	0.509	0.763	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.038	0.005	0.0	0.215	0.0	0.0	0.509	0.763	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.035	0.187	0.067	0.041	0.0	0.0	0.095	0.0	0.034
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.035	0.187	0.067	0.041	0.0	0.0	0.095	0.0	0.034
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.424	0.0	0.003	0.042	0.0	0.0	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.136	0.139	0.143	0.037	0.0	0.007	0.171	0.0	0.165
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.0	0.0	0.025	0.024	0.0	0.0	0.026	0.0	0.051
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.0	0.0	0.025	0.024	0.0	0.0	0.026	0.0	0.051
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.106	0.166	0.854	0.146	0.0	0.004	0.277	0.0	0.593
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.0	0.009	1.168	0.007	0.0	0.0	0.004	0.0	0.318
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.0	0.009	1.168	0.007	0.0	0.0	0.004	0.0	0.318
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.0	0.019	0.006	0.063	0.428	0.0	0.082	0.0	0.72
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.0	0.019	0.006	0.063	0.428	0.0	0.082	0.0	0.72
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.0	0.019	0.006	0.063	0.428	0.0	0.082	0.0	0.72
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.0	1.047	0.007	0.028	0.0	0.0	0.0	0.0	0.023
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.112	0.441	0.648	0.146	2.333	0.004	0.138	0.763	0.951
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.086	0.914	0.028	0.199	0.727	0.005	0.47	0.0	0.152
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.086	0.914	0.028	0.199	0.727	0.005	0.47	0.0	0.152
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.0	0.376	0.162	0.0	1.065	0.0	0.006	0.0	0.156
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.0	0.376	0.162	0.0	1.065	0.0	0.006	0.0	0.156
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.0	1.168	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.0	1.168	0.004	0.0	0.0	0.0	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0	0.005	0.0	0.008	0.0	0.0	0.377	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.0	0.005	0.0	0.008	0.0	0.0	0.377	0.0	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.011	0.437	0.512	0.414	1.065	0.005	0.025	0.0	0.333
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.011	0.437	0.512	0.414	1.065	0.005	0.025	0.0	0.333
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.011	0.437	0.512	0.414	1.065	0.005	0.025	0.0	0.333
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.0	0.027	0.026	0.205	0.0	0.0	0.118	0.0	0.31
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.0	0.027	0.026	0.205	0.0	0.0	0.118	0.0	0.31
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.0	0.085	0.049	0.517	0.0	0.004	0.209	0.763	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.0	0.085	0.049	0.517	0.0	0.004	0.209	0.763	0.0
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.227	0.201	0.147	0.196	0.0	0.0	0.262	0.0	0.153
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.227	0.201	0.147	0.196	0.0	0.0	0.262	0.0	0.153
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.227	0.201	0.147	0.196	0.0	0.0	0.262	0.0	0.153
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.0	0.0	0.023	0.013	0.0	0.0	0.013	0.0	0.047
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.0	0.0	0.023	0.013	0.0	0.0	0.013	0.0	0.047
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.008	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	0.23
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	0.23
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.0	0.255	0.403	0.007	0.0	0.0	0.007	0.0	0.203
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.0	0.255	0.403	0.007	0.0	0.0	0.007	0.0	0.203
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.0	0.035	0.132	0.975	0.0	0.0	0.019	0.0	0.05
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.005	0.0	0.012	0.0	0.0	0.0	0.01	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.005	0.0	0.012	0.0	0.0	0.0	0.01	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.0	0.0	0.0	0.0	0.0	0.009	0.299	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.0	0.089	0.002	0.0	0.0	0.0	0.006	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.0	0.089	0.002	0.0	0.0	0.0	0.006	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.0	0.089	0.002	0.0	0.0	0.0	0.006	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.0	0.089	0.002	0.0	0.0	0.0	0.006	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.036	0.076	0.027	0.043	0.0	0.0	0.038	0.0	0.029
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.036	0.076	0.027	0.043	0.0	0.0	0.038	0.0	0.029
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.0	0.481	0.203	0.168	0.573	0.0	0.005	0.0	0.644
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.0	0.481	0.203	0.168	0.573	0.0	0.005	0.0	0.644
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.0	0.041	0.02	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.036	0.0	0.0	0.279	0.0	0.0	0.016	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.009	0.0	0.003	0.0	0.0	0.0	0.016	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.003	0.611	0.029	0.015	0.0	0.0	0.005	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.003	0.611	0.029	0.015	0.0	0.0	0.005	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.003	0.611	0.029	0.015	0.0	0.0	0.005	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.003	0.611	0.029	0.015	0.0	0.0	0.005	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.003	0.611	0.029	0.015	0.0	0.0	0.005	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F9BBC31B	0.018	0.007	0.077	0.0	0.0	0.0	0.166	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.018	0.007	0.077	0.0	0.0	0.0	0.166	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAE7ABEF	0.018	0.007	0.077	0.0	0.0	0.0	0.166	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.018	0.007	0.077	0.0	0.0	0.0	0.166	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.052	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS07835EECF	0.0	0.0	0.109	0.0	0.235	0.0	0.008	0.0	0.101
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS05B60E59C	0.0	0.005	0.363	0.012	0.0	0.0	0.012	0.0	0.012
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.0	0.005	0.363	0.012	0.0	0.0	0.012	0.0	0.012
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0A9F17199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.049
SCTR	P47872	False	SCTR_HUMAN		CPI-SS0098B5107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052
SCTR	P47872	False	SCTR_HUMAN		CPI-SS021F26C73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.106
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.033	0.055	2.102	0.634	0.773	0.004	0.032	0.0	0.632
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.033	0.055	2.102	0.634	0.773	0.004	0.032	0.0	0.632
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.0	0.101	0.128	0.0	0.0	0.0	0.0	0.0	0.124
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.0	0.101	0.128	0.0	0.0	0.0	0.0	0.0	0.124
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.0	0.024	0.667	0.024	0.532	0.0	0.004	0.0	1.704
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.0	0.007	1.18	0.0	0.0	0.004	0.012	0.0	0.047
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.0	0.007	1.18	0.0	0.0	0.004	0.012	0.0	0.047
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.494	0.033	0.053	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.0	0.064	0.192	0.0	0.297	0.0	0.004	0.0	0.091
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.0	0.064	0.192	0.0	0.297	0.0	0.004	0.0	0.091
